cid	name	formula	weight	xlogp	rotb	hb_donor	hb_aceptor	heavy_atom	synonym	iso_smile	inchi
22522	tris(2-chloropropyl) phosphate	C9H18Cl3O4P	327.563	2.6	9	0	4	17	Tris(2-chloropropyl) phosphate	CC(COP(=O)(OCC(C)Cl)OCC(C)Cl)Cl	InChI=1S/C9H18Cl3O4P/c1-7(10)4-14-17(13,15-5-8(2)11)16-6-9(3)12/h7-9H,4-6H2,1-3H3
32463	None	C19H11N	253.304	5.3	0	0	1	20	12-Azabenzo(a)pyrene	C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C=NC5=CC=C4	InChI=1S/C19H11N/c1-2-6-15-13(4-1)10-14-9-8-12-5-3-7-17-19(12)18(14)16(15)11-20-17/h1-11H
34210	N-(9H-fluoren-4-yl)acetamide	C15H13NO	223.275	2.7	1	1	1	17	4-Acetamidofluorene	CC(=O)NC1=CC=CC2=C1C3=CC=CC=C3C2	InChI=1S/C15H13NO/c1-10(17)16-14-8-4-6-12-9-11-5-2-3-7-13(11)15(12)14/h2-8H,9H2,1H3,(H,16,17)
20205	5-hydroxypentanal	C5H10O2	102.133	-0.3	4	1	2	7	5-HYDROXYPENTANAL	C(CCO)CC=O	InChI=1S/C5H10O2/c6-4-2-1-3-5-7/h4,7H,1-3,5H2
42121	2-[4-[(4-chlorophenyl)methyl]phenoxy]acetic acid	C15H13ClO3	276.716	4.2	5	1	3	19	Sgd 62-74	C1=CC(=CC=C1CC2=CC=C(C=C2)Cl)OCC(=O)O	InChI=1S/C15H13ClO3/c16-13-5-1-11(2-6-13)9-12-3-7-14(8-4-12)19-10-15(17)18/h1-8H,9-10H2,(H,17,18)
32398	1-methyl-6-phenyl-1,2,3,4-tetrahydroisoquinoline	C16H17N	223.319	3.4	1	1	1	17	1-methyl-6-phenyl-1,2,3,4-tetrahydroisoquinoline	CC1C2=C(CCN1)C=C(C=C2)C3=CC=CC=C3	InChI=1S/C16H17N/c1-12-16-8-7-14(11-15(16)9-10-17-12)13-5-3-2-4-6-13/h2-8,11-12,17H,9-10H2,1H3
34881	1-(3,4-dimethoxyphenyl)-2,2-dimethylpropan-1-one	C13H18O3	222.284	3.2	4	0	3	16	BRN 1957666	CC(C)(C)C(=O)C1=CC(=C(C=C1)OC)OC	InChI=1S/C13H18O3/c1-13(2,3)12(14)9-6-7-10(15-4)11(8-9)16-5/h6-8H,1-5H3
21337	4-methoxy-6-methyl-[1,3]dioxolo[4,5-g]isoquinolin-6-ium;iodide	C12H12INO3	345.136	None	1	0	4	17	O-Methyltarconine iodide	C[N+]1=CC2=C(C3=C(C=C2C=C1)OCO3)OC.[I-]	InChI=1S/C12H12NO3.HI/c1-13-4-3-8-5-10-12(16-7-15-10)11(14-2)9(8)6-13;/h3-6H,7H2,1-2H3;1H/q+1;/p-1
32651	4-ethyl-N-(2-methylpropyl)-6-(trichloromethyl)-1,3,5-triazin-2-amine	C10H15Cl3N4	297.608	4.1	4	1	4	17	AC1L1O4X	CCC1=NC(=NC(=N1)NCC(C)C)C(Cl)(Cl)Cl	InChI=1S/C10H15Cl3N4/c1-4-7-15-8(10(11,12)13)17-9(16-7)14-5-6(2)3/h6H,4-5H2,1-3H3,(H,14,15,16,17)
32519	6-oxa-9-thiaspiro[4.5]decan-7-ylmethyl carbamate	C10H17NO3S	231.31	1	3	1	4	15	BRN 1285133	C1CCC2(C1)CSCC(O2)COC(=O)N	InChI=1S/C10H17NO3S/c11-9(12)13-5-8-6-15-7-10(14-8)3-1-2-4-10/h8H,1-7H2,(H2,11,12)
20966	(2S)-2-[[(3R)-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid	C20H19NO6	369.373	4.1	5	3	6	27	OCHRATOXIN B	C[C@@H]1CC2=C(C(=C(C=C2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)O)C(=O)O1	InChI=1S/C20H19NO6/c1-11-9-13-7-8-14(17(22)16(13)20(26)27-11)18(23)21-15(19(24)25)10-12-5-3-2-4-6-12/h2-8,11,15,22H,9-10H2,1H3,(H,21,23)(H,24,25)/t11-,15+/m1/s1
24466	5-(3,4-dichlorophenyl)-6-methylpyrimidine-2,4-diamine	C11H10Cl2N4	269.129	2.8	1	2	4	17	METOPRINE	CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl	InChI=1S/C11H10Cl2N4/c1-5-9(10(14)17-11(15)16-5)6-2-3-7(12)8(13)4-6/h2-4H,1H3,(H4,14,15,16,17)
21774	(3-hydroxy-3-phenylpentan-2-yl) carbamate	C12H17NO3	223.272	1.5	5	2	3	16	(3-hydroxy-3-phenylpentan-2-yl) carbamate	CCC(C1=CC=CC=C1)(C(C)OC(=O)N)O	InChI=1S/C12H17NO3/c1-3-12(15,9(2)16-11(13)14)10-7-5-4-6-8-10/h4-9,15H,3H2,1-2H3,(H2,13,14)
20458	2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl 3-(1H-indol-3-yl)prop-2-enoate	C23H24ClN3O2	409.914	4.6	7	1	4	29		C1CN(CCN1CCOC(=O)C=CC2=CNC3=CC=CC=C32)C4=CC=C(C=C4)Cl	InChI=1S/C23H24ClN3O2/c24-19-6-8-20(9-7-19)27-13-11-26(12-14-27)15-16-29-23(28)10-5-18-17-25-22-4-2-1-3-21(18)22/h1-10,17,25H,11-16H2
21164	(7R)-4a,8a-dimethyl-7-propan-2-yl-3,4,5,6,7,8-hexahydro-2H-naphthalen-1-one	C15H26O	222.372	4.4	1	0	1	16	Jatamansone	CC(C)[C@@H]1CCC2(CCCC(=O)C2(C1)C)C	InChI=1S/C15H26O/c1-11(2)12-7-9-14(3)8-5-6-13(16)15(14,4)10-12/h11-12H,5-10H2,1-4H3/t12-,14?,15?/m1/s1
25010	3-(2-ethylhexoxymethyl)heptane	C16H34O	242.447	6.3	12	0	1	17	BIS(2-ETHYLHEXYL) ETHER	CCCCC(CC)COCC(CC)CCCC	InChI=1S/C16H34O/c1-5-9-11-15(7-3)13-17-14-16(8-4)12-10-6-2/h15-16H,5-14H2,1-4H3
22731	None	C11H17N4S+	237.345	1.5	2	0	4	16	AC1L2KYW	C1N2CN3CN1C[N+](C2)(C3)CC4=CC=CS4	InChI=1S/C11H17N4S/c1-2-11(16-3-1)4-15-8-12-5-13(9-15)7-14(6-12)10-15/h1-3H,4-10H2/q+1
24081	potassium;2-[4-[(3R,7R,12S)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoylamino]ethanesulfonate	C26H44KNO7S	553.796	None	6	4	7	36		CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1([C@H](CC3C2[C@@H](CC4C3(CC[C@H](C4)O)C)O)O)C.[K+]	InChI=1S/C26H45NO7S.K/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29;/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34);/q;+1/p-1/t15?,16?,17-,18?,19?,20?,21-,22+,24?,25?,26?;/m1./s1
35180	2-bromo-4-(diazonioamino)-6-(ethylamino)-1,3,5-triazine	C5H7BrN7+	245.064	3	3	2	6	13		CCNC1=NC(=NC(=N1)Br)N[N+]#N	InChI=1S/C5H7BrN7/c1-2-8-4-9-3(6)10-5(11-4)12-13-7/h2H2,1H3,(H2,8,9,10,11,12)/q+1
47322	[1-(1,3-benzodioxol-5-yloxy)-2-(1,3-benzodioxol-5-yloxymethyl)-5-(dimethylamino)pentan-2-yl] acetate	C24H29NO8	459.495	3.7	12	0	9	33	AC1L2HUO	CC(=O)OC(CCCN(C)C)(COC1=CC2=C(C=C1)OCO2)COC3=CC4=C(C=C3)OCO4	InChI=1S/C24H29NO8/c1-17(26)33-24(9-4-10-25(2)3,13-27-18-5-7-20-22(11-18)31-15-29-20)14-28-19-6-8-21-23(12-19)32-16-30-21/h5-8,11-12H,4,9-10,13-16H2,1-3H3
47265	4-amino-2-[4,6-diamino-3-[3-amino-6-(aminomethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-6-(hydroxymethyl)oxane-3,5-diol;sulfuric acid	C18H39N5O12S	549.593	None	6	11	17	36	DKB sulfate	C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N.OS(=O)(=O)O	InChI=1S/C18H37N5O8.H2O4S/c19-4-6-1-2-7(20)17(28-6)30-15-8(21)3-9(22)16(14(15)27)31-18-13(26)11(23)12(25)10(5-24)29-18;1-5(2,3)4/h6-18,24-27H,1-5,19-23H2;(H2,1,2,3,4)
47266	trimethyl-[2-methyl-5-(methylcarbamoyloxy)phenyl]azanium;chloride	C12H19ClN2O2	258.746	None	3	1	3	17	TL-1453	CC1=C(C=C(C=C1)OC(=O)NC)[N+](C)(C)C.[Cl-]	InChI=1S/C12H18N2O2.ClH/c1-9-6-7-10(16-12(15)13-2)8-11(9)14(3,4)5;/h6-8H,1-5H3;1H
24170	2-(6-methyl-1,4-dioxaspiro[4.5]decan-3-yl)piperidine	C14H25NO2	239.359	2.4	1	1	3	17	AC1L2N99	CC1CCCCC12OCC(O2)C3CCCCN3	InChI=1S/C14H25NO2/c1-11-6-2-4-8-14(11)16-10-13(17-14)12-7-3-5-9-15-12/h11-13,15H,2-10H2,1H3
32442	2-pentyl-4,6-bis(trichloromethyl)-1,3,5-triazine	C10H11Cl6N3	385.919	5.6	4	0	3	19	2-pentyl-4,6-bis(trichloromethyl)-1,3,5-triazine	CCCCCC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl	InChI=1S/C10H11Cl6N3/c1-2-3-4-5-6-17-7(9(11,12)13)19-8(18-6)10(14,15)16/h2-5H2,1H3
20930	hex-4-en-3-ol	C6H12O	100.161	1.3	2	1	1	7	Hex-4-en-3-ol	CCC(C=CC)O	InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3,5-7H,4H2,1-2H3
34300	2-(ethylamino)-4-methoxy-4-oxobutanoic acid	C7H13NO4	175.184	-2.7	6	2	5	12		CCNC(CC(=O)OC)C(=O)O	InChI=1S/C7H13NO4/c1-3-8-5(7(10)11)4-6(9)12-2/h5,8H,3-4H2,1-2H3,(H,10,11)
34961	N-(3,4-dichlorophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C11H4Cl8N4	475.781	6.4	2	1	4	23	N-(3,4-Dichlorophenyl)-4,6-bis(trichloromethyl)-1,3,5-triazin-2-amine	C1=CC(=C(C=C1NC2=NC(=NC(=N2)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)Cl)Cl	InChI=1S/C11H4Cl8N4/c12-5-2-1-4(3-6(5)13)20-9-22-7(10(14,15)16)21-8(23-9)11(17,18)19/h1-3H,(H,20,21,22,23)
34465	(7-nitroquinolin-8-yl) 3-propoxybenzoate	C19H16N2O5	352.346	4.3	6	0	6	26	BRN 1551408	CCCOC1=CC=CC(=C1)C(=O)OC2=C(C=CC3=C2N=CC=C3)[N+](=O)[O-]	InChI=1S/C19H16N2O5/c1-2-11-25-15-7-3-5-14(12-15)19(22)26-18-16(21(23)24)9-8-13-6-4-10-20-17(13)18/h3-10,12H,2,11H2,1H3
34492	N-[(2,6-dimethoxyphenyl)methyl]-N-ethylethanamine	C13H21NO2	223.316	2.4	6	0	3	16	AC1L1RO6	CCN(CC)CC1=C(C=CC=C1OC)OC	InChI=1S/C13H21NO2/c1-5-14(6-2)10-11-12(15-3)8-7-9-13(11)16-4/h7-9H,5-6,10H2,1-4H3
47284	sodium;4,6-dioxo-5-pent-2-enyl-5-propyl-1H-pyrimidin-2-olate	C12H17N2NaO3	260.269	None	5	1	3	18		CCCC1(C(=O)NC(=NC1=O)[O-])CC=CCC.[Na+]	InChI=1S/C12H18N2O3.Na/c1-3-5-6-8-12(7-4-2)9(15)13-11(17)14-10(12)16;/h5-6H,3-4,7-8H2,1-2H3,(H2,13,14,15,16,17);/q;+1/p-1
47359	N-(5-nitro-1,3-thiazol-2-yl)benzamide	C10H7N3O3S	249.244	3	2	1	5	17	64398-84-1	C1=CC=C(C=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-]	InChI=1S/C10H7N3O3S/c14-9(7-4-2-1-3-5-7)12-10-11-6-8(17-10)13(15)16/h1-6H,(H,11,12,14)
21026	3-methyl-2-nitrophenol	C7H7NO3	153.137	2.3	0	1	3	11	3-METHYL-2-NITROPHENOL	CC1=C(C(=CC=C1)O)[N+](=O)[O-]	InChI=1S/C7H7NO3/c1-5-3-2-4-6(9)7(5)8(10)11/h2-4,9H,1H3
27041	trimethyl-[2-[4-[2-(trimethylazaniumyl)ethoxyimino]but-2-enylideneamino]oxyethyl]azanium;diiodide	C14H30I2N4O2	540.229	None	10	0	6	22		C[N+](C)(C)CCON=CC=CC=NOCC[N+](C)(C)C.[I-].[I-]	InChI=1S/C14H30N4O2.2HI/c1-17(2,3)11-13-19-15-9-7-8-10-16-20-14-12-18(4,5)6;;/h7-10H,11-14H2,1-6H3;2*1H/q+2;;/p-2
21254	N,N-bis(2-chloroethyl)-4-(1,3,2-dithiarsolan-2-yl)aniline	C12H16AsCl2NS2	384.209	None	6	0	3	18	BRN 2865312	C1CS[As](S1)C2=CC=C(C=C2)N(CCCl)CCCl	InChI=1S/C12H16AsCl2NS2/c14-5-7-16(8-6-15)12-3-1-11(2-4-12)13-17-9-10-18-13/h1-4H,5-10H2
47565	2-[(2-chlorophenothiazine-10-carbonyl)-[2-(propan-2-ylcarbamoyloxy)ethyl]amino]ethyl N-propan-2-ylcarbamate	C25H31ClN4O5S	535.056	4.7	10	2	6	36	BRN 1197222	CC(C)NC(=O)OCCN(CCOC(=O)NC(C)C)C(=O)N1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl	InChI=1S/C25H31ClN4O5S/c1-16(2)27-23(31)34-13-11-29(12-14-35-24(32)28-17(3)4)25(33)30-19-7-5-6-8-21(19)36-22-10-9-18(26)15-20(22)30/h5-10,15-17H,11-14H2,1-4H3,(H,27,31)(H,28,32)
25145	(3R,4R,5R)-5-[1,2-bis(phenylmethoxy)ethyl]-2-ethoxy-4-phenylmethoxyoxolan-3-ol	C29H34O6	478.585	3.9	13	1	6	35	tribenoside	CCOC1[C@@H]([C@H]([C@H](O1)C(COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O	InChI=1S/C29H34O6/c1-2-32-29-26(30)28(34-20-24-16-10-5-11-17-24)27(35-29)25(33-19-23-14-8-4-9-15-23)21-31-18-22-12-6-3-7-13-22/h3-17,25-30H,2,18-21H2,1H3/t25?,26-,27-,28-,29?/m1/s1
34223	2,3-dimethylbenzaldehyde;2,5-dimethylbenzaldehyde;3,5-dimethylbenzaldehyde	C27H30O3	402.534	6.642	3	0	3	30		CC1=CC(=C(C=C1)C)C=O.CC1=CC=CC(=C1C)C=O.CC1=CC(=CC(=C1)C=O)C	InChI=1S/3C9H10O/c1-7-3-8(2)5-9(4-7)6-10;1-7-3-4-8(2)9(5-7)6-10;1-7-4-3-5-9(6-10)8(7)2/h3*3-6H,1-2H3
34849	4-amino-N-[2-[4-(2,3-dihydropyridin-4-yl)pyrazine-1,4-diium-1-yl]ethyl]benzamide	C18H21N5O+2	323.4	-0.1	5	2	3	24	AC1L1SFU	C1CN=CC=C1[N+]2=CC=[N+](C=C2)CCNC(=O)C3=CC=C(C=C3)N	InChI=1S/C18H20N5O/c19-16-3-1-15(2-4-16)18(24)21-9-10-22-11-13-23(14-12-22)17-5-7-20-8-6-17/h1-5,7,11-14H,6,8-10H2,(H2-,19,21,24)/q+1/p+1
41376	2-[3-(1H-imidazol-5-yl)propyl]-1-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine	C14H23N7S	321.447	0.3	10	4	4	22	IMPROMIDINE	CC1=C(N=CN1)CSCCNC(=NCCCC2=CN=CN2)N	InChI=1S/C14H23N7S/c1-11-13(21-10-19-11)8-22-6-5-18-14(15)17-4-2-3-12-7-16-9-20-12/h7,9-10H,2-6,8H2,1H3,(H,16,20)(H,19,21)(H3,15,17,18)
36299	1-methyl-1-phenylhydrazine	C7H10N2	122.171	1.6	1	1	2	9	1-Methyl-1-phenylhydrazine	CN(C1=CC=CC=C1)N	InChI=1S/C7H10N2/c1-9(8)7-5-3-2-4-6-7/h2-6H,8H2,1H3
42209	4-chloro-N-[3-[4-[2-[di(propan-2-yl)amino]ethoxy]phenyl]-1-(dipropylamino)-1-oxopropan-2-yl]benzamide	C30H44ClN3O3	530.15	6.7	15	1	4	37	AC1L27CA	CCCN(CCC)C(=O)C(CC1=CC=C(C=C1)OCCN(C(C)C)C(C)C)NC(=O)C2=CC=C(C=C2)Cl	InChI=1S/C30H44ClN3O3/c1-7-17-33(18-8-2)30(36)28(32-29(35)25-11-13-26(31)14-12-25)21-24-9-15-27(16-10-24)37-20-19-34(22(3)4)23(5)6/h9-16,22-23,28H,7-8,17-21H2,1-6H3,(H,32,35)
47334	3,7-dimethyl-4-propan-2-yl-3,7-diazoniabicyclo[3.3.1]nonane;dichloride	C12H26Cl2N2	269.254	None	1	2	2	16	3,7-Dimethyl-2-isopropylbispidine dihydrochloride	CC(C)C1C2CC(C[NH+](C2)C)C[NH+]1C.[Cl-].[Cl-]	InChI=1S/C12H24N2.2ClH/c1-9(2)12-11-5-10(7-14(12)4)6-13(3)8-11;;/h9-12H,5-8H2,1-4H3;2*1H
47335	3,7-dimethyl-4-propan-2-yl-3,7-diazabicyclo[3.3.1]nonane	C12H24N2	196.338	2.1	1	0	2	14	AC1L2HVR	CC(C)C1C2CC(CN(C2)C)CN1C	InChI=1S/C12H24N2/c1-9(2)12-11-5-10(7-14(12)4)6-13(3)8-11/h9-12H,5-8H2,1-4H3
47325	N,N-bis(2-chloroethyl)-4-phenyldiazenylaniline	C16H17Cl2N3	322.233	4.7	7	0	3	21	BRN 1843929	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N(CCCl)CCCl	InChI=1S/C16H17Cl2N3/c17-10-12-21(13-11-18)16-8-6-15(7-9-16)20-19-14-4-2-1-3-5-14/h1-9H,10-13H2
24523	None	H2	4.028	0	0	0	0	0	DEUTERIUM	[2H][2H]	InChI=1S/H2/h1H/i1+1D
22370	N'-(3,4-dichlorophenyl)-N,N-dimethylcarbamimidoyl chloride	C9H9Cl3N2	251.535	3.9	2	0	1	14	Herbicide 285	CN(C)C(=NC1=CC(=C(C=C1)Cl)Cl)Cl	InChI=1S/C9H9Cl3N2/c1-14(2)9(12)13-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3
21301	2-[(2-chloro-7,8,9,10-tetrahydro-6H-cyclohepta[b]quinolin-11-yl)oxy]-N,N-dimethylethanamine	C18H23ClN2O	318.845	4.6	4	0	3	22	2-[(2-chloro-7,8,9,10-tetrahydro-6H-cyclohepta[b]quinolin-11-yl)oxy]-N,N-dimethylethanamine	CN(C)CCOC1=C2CCCCCC2=NC3=C1C=C(C=C3)Cl	InChI=1S/C18H23ClN2O/c1-21(2)10-11-22-18-14-6-4-3-5-7-16(14)20-17-9-8-13(19)12-15(17)18/h8-9,12H,3-7,10-11H2,1-2H3
23412	trimethyl-[2-(4-methylphenoxy)ethyl]azanium;bromide	C12H20BrNO	274.202	None	4	0	2	15	beta-(p-Toloxy)ethyltrimethylammonium bromide	CC1=CC=C(C=C1)OCC[N+](C)(C)C.[Br-]	InChI=1S/C12H20NO.BrH/c1-11-5-7-12(8-6-11)14-10-9-13(2,3)4;/h5-8H,9-10H2,1-4H3;1H/q+1;/p-1
29241	N,N-diethylcarbamodithioate;thallium(1+)	C5H10NS2Tl	352.642	None	2	0	2	9	Thallium diethyldithiocarbamate	CCN(CC)C(=S)[S-].[Tl+]	InChI=1S/C5H11NS2.Tl/c1-3-6(4-2)5(7)8;/h3-4H2,1-2H3,(H,7,8);/q;+1/p-1
23901	None	C12H10Cl6O	382.911	3.8	1	0	1	19	AC1L2N2L	C1C(C2CC(C3(C2C1C4C3(C4(Cl)Cl)Cl)Cl)(Cl)Cl)C=O	InChI=1S/C12H10Cl6O/c13-9(14)2-6-4(3-19)1-5-7(6)10(9,15)11(16)8(5)12(11,17)18/h3-8H,1-2H2
21030	1-ethyl-3-propan-2-ylbenzene	C11H16	148.249	3.8	2	0	0	11	Cumene, m-ethyl-	CCC1=CC(=CC=C1)C(C)C	InChI=1S/C11H16/c1-4-10-6-5-7-11(8-10)9(2)3/h5-9H,4H2,1-3H3
22332	2,2-dimethyl-1,3-dithiolane	C5H10S2	134.255	2	0	0	2	7	2,2-Dimethyl-1,3-dithiolane	CC1(SCCS1)C	InChI=1S/C5H10S2/c1-5(2)6-3-4-7-5/h3-4H2,1-2H3
21975	calcium;2-acetyloxybenzoate;urea	C19H18CaN2O9	458.436	None	4	2	9	31	Carbasalate calcium	CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].C(=O)(N)N.[Ca+2]	InChI=1S/2C9H8O4.CH4N2O.Ca/c2*1-6(10)13-8-5-3-2-4-7(8)9(11)12;2-1(3)4;/h2*2-5H,1H3,(H,11,12);(H4,2,3,4);/q;;;+2/p-2
24085	dichloromercury	Cl2Hg	271.492	None	0	0	0	3	Dichloromercury	Cl[Hg]Cl	InChI=1S/2ClH.Hg/h2*1H;/q;;+2/p-2
21864	2,3,4,5,5-pentachloropenta-2,4-dienoic acid	C5HCl5O2	270.311	3.8	2	1	2	12	2,3,4,5,5-pentachloropenta-2,4-dienoic acid	C(=C(C(=O)O)Cl)(C(=C(Cl)Cl)Cl)Cl	InChI=1S/C5HCl5O2/c6-1(2(7)4(9)10)3(8)5(11)12/h(H,11,12)
20439	2-chloro-4-methoxy-6-methylsulfanyl-1,3,5-triazine	C5H6ClN3OS	191.633	2.1	2	0	5	11	4407-44-7	COC1=NC(=NC(=N1)Cl)SC	InChI=1S/C5H6ClN3OS/c1-10-4-7-3(6)8-5(9-4)11-2/h1-2H3
20160	7-chloro-5-(2-fluorophenyl)-1-[3-(methylamino)propyl]-4,5-dihydro-3H-1,4-benzodiazepin-2-one	C19H21ClFN3O	361.845	2.8	5	2	4	25	AC1L2FOH	CNCCCN1C(=O)CNC(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F	InChI=1S/C19H21ClFN3O/c1-22-9-4-10-24-17-8-7-13(20)11-15(17)19(23-12-18(24)25)14-5-2-3-6-16(14)21/h2-3,5-8,11,19,22-23H,4,9-10,12H2,1H3
23902	1,1-dibutylhydrazine	C8H20N2	144.262	2	6	1	2	10	1,1-Dibutylhydrazine	CCCCN(CCCC)N	InChI=1S/C8H20N2/c1-3-5-7-10(9)8-6-4-2/h3-9H2,1-2H3
34877	9-phenyl-4-(4-phenylpiperazin-1-yl)bicyclo[3.3.1]nonan-9-ol	C25H32N2O	376.544	4.6	3	1	3	28	BRN 0574358	C1CC2CCC(C(C1)C2(C3=CC=CC=C3)O)N4CCN(CC4)C5=CC=CC=C5	InChI=1S/C25H32N2O/c28-25(20-8-3-1-4-9-20)21-10-7-13-23(25)24(15-14-21)27-18-16-26(17-19-27)22-11-5-2-6-12-22/h1-6,8-9,11-12,21,23-24,28H,7,10,13-19H2
21464	[2-(2,6-dimethylanilino)-2-oxoethyl]-diethyl-prop-2-enylazanium	C17H27N2O+	275.416	3.3	7	1	1	20	AC1L2IDS	CC[N+](CC)(CC=C)CC(=O)NC1=C(C=CC=C1C)C	InChI=1S/C17H26N2O/c1-6-12-19(7-2,8-3)13-16(20)18-17-14(4)10-9-11-15(17)5/h6,9-11H,1,7-8,12-13H2,2-5H3/p+1
21135	(1S,2S)-2-cyclohexyloxycyclopropan-1-amine	C9H17NO	155.241	1.2	2	1	2	11	trans-(+-)-2-Cyclohexyloxycyclopropylamine	C1CCC(CC1)O[C@H]2C[C@@H]2N	InChI=1S/C9H17NO/c10-8-6-9(8)11-7-4-2-1-3-5-7/h7-9H,1-6,10H2/t8-,9-/m0/s1
20770	diphenylarsinic acid	C12H11AsO2	262.14	None	2	1	2	15	Diphenylarsinic acid	C1=CC=C(C=C1)[As](=O)(C2=CC=CC=C2)O	InChI=1S/C12H11AsO2/c14-13(15,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H,14,15)
47357	3-[3-(trifluoromethyl)phenyl]prop-2-enamide	C10H8F3NO	215.175	2.3	2	1	4	15	3-[3-(trifluoromethyl)phenyl]prop-2-enamide	C1=CC(=CC(=C1)C(F)(F)F)C=CC(=O)N	InChI=1S/C10H8F3NO/c11-10(12,13)8-3-1-2-7(6-8)4-5-9(14)15/h1-6H,(H2,14,15)
21237	3a,6a-diphenyl-1,3,4,6-tetrahydroimidazo[4,5-d]imidazole-2,5-dione	C16H14N4O2	294.314	1	2	4	2	22	7,8-Diphenylglycoluril	C1=CC=C(C=C1)C23C(NC(=O)N2)(NC(=O)N3)C4=CC=CC=C4	InChI=1S/C16H14N4O2/c21-13-17-15(11-7-3-1-4-8-11)16(19-13,20-14(22)18-15)12-9-5-2-6-10-12/h1-10H,(H2,17,19,21)(H2,18,20,22)
21028	phenyl 2,2-dimethylpropanoate	C11H14O2	178.231	2.9	3	0	2	13	Pivalic acid, phenyl ester	CC(C)(C)C(=O)OC1=CC=CC=C1	InChI=1S/C11H14O2/c1-11(2,3)10(12)13-9-7-5-4-6-8-9/h4-8H,1-3H3
26029	2-N-methyl-1,3,5-triazine-2,4,6-triamine	C4H8N6	140.15	-0.4	1	3	6	10	Methylmelamine	CNC1=NC(=NC(=N1)N)N	InChI=1S/C4H8N6/c1-7-4-9-2(5)8-3(6)10-4/h1H3,(H5,5,6,7,8,9,10)
20430	4-butoxy-6-chloro-N-ethyl-1,3,5-triazin-2-amine	C9H15ClN4O	230.696	3.2	6	1	5	15	4-butoxy-6-chloro-N-ethyl-1,3,5-triazin-2-amine	CCCCOC1=NC(=NC(=N1)NCC)Cl	InChI=1S/C9H15ClN4O/c1-3-5-6-15-9-13-7(10)12-8(14-9)11-4-2/h3-6H2,1-2H3,(H,11,12,13,14)
23977	cobalt	Co2	117.866	None	0	0	0	2	AC1L2N4H	[Co].[Co]	InChI=1S/2Co
24143	1-ethenyl-3-ethylbenzene	C10H12	132.206	3.5	2	0	0	10	3-Ethylstyrene	CCC1=CC=CC(=C1)C=C	InChI=1S/C10H12/c1-3-9-6-5-7-10(4-2)8-9/h3,5-8H,1,4H2,2H3
21645	hydroxyazanium;chloride	ClH4NO	69.488	None	0	2	2	3	Hydroxyammonium chloride	[NH3+]O.[Cl-]	InChI=1S/ClH.H4NO/c;1-2/h1H;2H,1H3/q;+1/p-1
27635	1-(4-bromophenyl)-2-(4,6-dimethylpyrimidin-2-yl)guanidine	C13H14BrN5	320.194	2.5	3	2	3	19	1-(4-bromophenyl)-2-(4,6-dimethylpyrimidin-2-yl)guanidine	CC1=CC(=NC(=N1)N=C(N)NC2=CC=C(C=C2)Br)C	InChI=1S/C13H14BrN5/c1-8-7-9(2)17-13(16-8)19-12(15)18-11-5-3-10(14)4-6-11/h3-7H,1-2H3,(H3,15,16,17,18,19)
